ID,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1092,FV,24,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,No,600,GasA,Ex,Y,SBrkr,2,1,2,1,Gd,4,Detchd,1999,Unf,2,462,TA,TA,Y,NA,NA,3,2008,WD,Normal,160000
1093,RL,60,8400,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,TA,TA,No,1181,GasA,Fa,Y,SBrkr,2,0,4,1,TA,7,Detchd,1925,Unf,2,576,TA,TA,Y,NA,NA,6,2008,WD,Normal,136500
1094,RL,71,9230,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Mn,864,GasA,Gd,Y,SBrkr,1,1,1,1,Gd,6,Detchd,1977,Unf,2,884,TA,TA,Y,MnPrv,NA,10,2006,WD,Normal,146000
1095,RL,74,5868,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,936,GasA,Ex,Y,SBrkr,1,0,2,1,TA,4,Attchd,1956,Fin,1,308,TA,TA,Y,NA,NA,5,2010,WD,Normal,129000
1096,RL,78,9317,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1314,GasA,Gd,Y,SBrkr,2,0,3,1,Gd,6,Attchd,2006,RFn,2,440,TA,TA,Y,NA,NA,3,2007,WD,Normal,176432
1097,RM,60,6882,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,No,684,GasA,TA,Y,SBrkr,1,1,3,1,Gd,7,NA,NA,NA,0,0,NA,NA,Y,NA,NA,3,2007,WD,Normal,127000
1098,RL,NA,3696,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,Gd,TA,No,1074,GasA,Ex,Y,SBrkr,1,1,2,1,Gd,5,Attchd,1987,RFn,2,461,TA,TA,Y,NA,NA,10,2007,WD,Normal,170000
1099,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,No,672,GasA,TA,Y,SBrkr,1,0,3,1,TA,6,Detchd,1936,Unf,1,240,TA,TA,Y,NA,NA,7,2009,WD,Normal,128000
1100,RL,82,11880,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,5,1978,1978,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,No,1271,GasA,TA,Y,SBrkr,2,0,3,1,TA,7,Attchd,1978,RFn,2,478,TA,TA,Y,NA,NA,4,2009,COD,Abnorml,157000
1101,RL,60,8400,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,Fa,No,290,GasA,TA,N,FuseF,1,0,1,1,Fa,3,Detchd,1930,Unf,1,246,TA,TA,N,NA,NA,1,2009,WD,Normal,60000
1102,RL,61,9758,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,TA,TA,CBlock,TA,TA,No,950,GasA,TA,Y,SBrkr,1,0,3,1,TA,5,Detchd,1981,Unf,1,280,TA,TA,Y,NA,NA,7,2007,WD,Normal,119500
1103,RL,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,1010,GasA,Ex,Y,SBrkr,1,0,2,1,TA,6,Attchd,1960,RFn,1,254,TA,TA,Y,MnWw,NA,4,2007,WD,Family,135000
1104,RL,79,8910,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,Mn,655,GasA,Ex,Y,SBrkr,1,0,3,1,TA,6,BuiltIn,1954,Fin,2,539,TA,TA,Y,NA,NA,7,2006,WD,Normal,159500
1105,RM,24,2016,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,630,GasA,TA,Y,SBrkr,2,1,3,1,TA,6,Detchd,1970,Unf,2,440,TA,TA,Y,NA,NA,4,2007,WD,Normal,106000
1106,RL,98,12256,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Ex,TA,Av,1463,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,9,Attchd,1994,RFn,2,712,TA,TA,Y,NA,NA,4,2010,WD,Normal,325000
1107,RL,114,10357,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,Mn,910,GasA,Gd,Y,SBrkr,2,0,3,1,Gd,6,Attchd,1990,Fin,2,719,TA,TA,Y,NA,NA,5,2007,WD,Normal,179900
1108,RL,168,23257,Pave,NA,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,Gd,No,868,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,9,BuiltIn,2006,RFn,2,422,TA,TA,Y,NA,NA,9,2006,New,Partial,274725
1109,RL,NA,8063,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,924,GasA,Ex,Y,SBrkr,2,1,3,1,TA,7,Attchd,2000,RFn,2,463,TA,TA,Y,NA,NA,11,2007,WD,Abnorml,181000
1110,RL,107,11362,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Ex,TA,Mn,1836,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,7,Attchd,2004,Fin,3,862,TA,TA,Y,NA,NA,3,2009,WD,Normal,280000
1111,RL,NA,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,No,773,GasA,Gd,Y,SBrkr,2,1,3,1,TA,8,Attchd,1995,Fin,2,431,TA,TA,Y,NA,NA,6,2008,WD,Normal,188000
1112,RL,80,10480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,1976,1976,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,No,803,GasA,TA,Y,SBrkr,2,1,4,1,TA,8,Attchd,1976,RFn,2,483,TA,TA,Y,NA,NA,9,2008,WD,Normal,205000
1113,RL,73,7100,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,TA,TA,No,816,GasA,TA,Y,FuseA,1,0,2,1,TA,5,Detchd,1957,Unf,1,308,TA,TA,Y,NA,NA,7,2006,WD,Normal,129900
1114,RL,66,8923,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,1008,GasA,Gd,Y,SBrkr,1,0,2,1,Gd,6,Attchd,1953,Unf,1,240,TA,TA,Y,NA,NA,5,2007,WD,Normal,134500
1115,RL,90,5400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,No,833,GasA,Ex,Y,SBrkr,1,0,2,1,Gd,4,Detchd,1955,Unf,1,326,TA,TA,Y,MnPrv,NA,8,2006,WD,Normal,117000
1116,RL,93,12085,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,No,1734,GasA,Ex,Y,SBrkr,2,0,3,1,Ex,7,Attchd,2007,RFn,3,928,TA,TA,Y,NA,NA,11,2007,New,Partial,318000
1117,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,408,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,7,BuiltIn,2002,Fin,2,527,TA,TA,Y,NA,NA,3,2009,WD,Normal,184100
1118,RL,57,9764,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,894,GasA,Ex,Y,SBrkr,1,0,3,1,Gd,5,Attchd,1967,RFn,2,450,TA,TA,Y,NA,NA,5,2008,WD,Normal,130000
1119,RL,85,13825,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,No,533,GasA,TA,Y,SBrkr,1,0,3,1,TA,6,BuiltIn,1958,RFn,1,300,TA,TA,Y,NA,NA,12,2008,WD,Normal,140000
1120,RL,70,7560,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,TA,TA,No,1040,GasA,TA,Y,FuseA,1,0,3,1,TA,6,Attchd,1959,RFn,1,286,TA,TA,Y,GdWo,NA,7,2006,WD,Normal,133700
1121,RM,59,8263,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,TA,TA,BrkTil,TA,TA,No,1012,GasA,TA,Y,FuseA,1,0,2,1,TA,6,Detchd,1920,Unf,1,308,TA,TA,Y,MnPrv,NA,5,2007,WD,Normal,118400
1122,RL,84,10084,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,1552,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,7,Attchd,2005,RFn,3,782,TA,TA,Y,NA,NA,7,2006,New,Partial,212900
1123,RL,NA,8926,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,TA,TA,CBlock,TA,TA,No,672,GasA,Ex,Y,FuseA,1,0,3,1,TA,5,Basment,1956,Unf,1,288,TA,TA,Y,MnPrv,NA,10,2009,COD,Abnorml,112000
1124,RL,50,9405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,TA,Ex,CBlock,TA,TA,No,698,GasA,Ex,Y,SBrkr,1,0,2,1,TA,4,NA,NA,NA,0,0,NA,NA,Y,NA,NA,6,2009,WD,Normal,118000
1125,RL,NA,9125,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,No,384,GasA,Gd,Y,SBrkr,2,1,3,1,Gd,7,Attchd,1992,Fin,2,392,TA,TA,Y,NA,NA,7,2007,WD,Normal,163900
1126,RL,60,10434,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1955,1955,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,No,1005,GasA,TA,Y,SBrkr,1,0,2,1,Fa,5,Detchd,1977,Unf,2,672,Fa,Fa,Y,NA,NA,11,2009,WD,Normal,115000
1127,RL,53,3684,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1373,GasA,Ex,Y,SBrkr,2,0,2,1,Gd,7,Attchd,2007,Fin,3,660,TA,TA,Y,NA,NA,6,2009,WD,Normal,174000
1128,RL,182,14572,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,1530,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,7,Attchd,2004,Fin,3,630,TA,TA,Y,NA,NA,11,2007,WD,Family,259000
1129,RL,59,11796,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,847,GasA,Ex,Y,SBrkr,2,1,4,1,Gd,8,BuiltIn,2004,Fin,2,434,TA,TA,Y,NA,NA,7,2007,WD,Normal,215000
1130,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,Gd,TA,Gd,936,GasA,TA,Y,SBrkr,1,0,2,1,TA,4,Detchd,1980,Unf,2,672,TA,TA,Y,NA,NA,8,2007,WD,Normal,140000
1131,RL,65,7804,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,3,1928,1950,Gable,CompShg,WdShing,Plywood,TA,TA,BrkTil,TA,TA,No,1122,GasA,TA,Y,SBrkr,2,0,4,1,Gd,7,Detchd,1981,Unf,2,576,TA,TA,Y,MnPrv,NA,12,2009,WD,Normal,135000
1132,RL,63,10712,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,Mn,974,GasA,TA,Y,SBrkr,1,0,3,1,TA,5,NA,NA,NA,0,0,NA,NA,Y,MnPrv,NA,9,2007,Oth,Abnorml,93500
1133,RM,90,9900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Mn,1008,GasW,TA,Y,SBrkr,2,0,5,1,Fa,8,Detchd,1930,Unf,1,205,Fa,TA,N,NA,NA,5,2007,WD,Normal,117500
1134,RL,80,9828,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1128,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,8,Attchd,1995,RFn,2,466,TA,TA,Y,NA,NA,6,2009,WD,Normal,239500
1135,RL,57,8773,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Av,916,GasA,Gd,Y,SBrkr,2,1,3,1,TA,7,Attchd,1997,Fin,2,460,TA,TA,Y,NA,NA,8,2007,WD,Normal,169000
1136,RM,60,6180,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,No,960,GasA,TA,N,SBrkr,1,0,2,1,TA,5,Detchd,1926,Unf,1,180,TA,TA,Y,NA,NA,5,2007,WD,Normal,102000
1137,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,1032,GasA,TA,Y,FuseA,1,0,3,1,TA,6,Attchd,1950,Unf,1,288,TA,TA,Y,NA,NA,4,2008,WD,Abnorml,119000
1138,RL,54,6342,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,TA,TA,No,780,GasA,Gd,N,SBrkr,1,0,2,1,TA,6,NA,NA,NA,0,0,NA,NA,N,NA,NA,5,2010,WD,Normal,94000
1139,RL,NA,9819,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,CompShg,Plywood,ImStucc,TA,TA,PConc,TA,TA,Gd,1567,GasA,TA,Y,SBrkr,2,0,2,1,Gd,5,Attchd,1977,RFn,2,714,TA,TA,Y,NA,NA,5,2009,WD,Normal,196000
1140,RL,98,8731,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Stucco,Stucco,TA,Fa,BrkTil,TA,TA,No,915,GasA,TA,Y,SBrkr,1,0,3,1,TA,6,Detchd,1972,Unf,2,495,TA,TA,Y,NA,NA,5,2007,WD,Normal,144000
1141,RL,60,7350,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Mn,952,GasA,TA,Y,SBrkr,1,0,2,1,TA,4,Detchd,1988,Unf,2,840,TA,TA,Y,NA,NA,6,2008,COD,Abnorml,139000
1142,RL,NA,10304,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,1976,1976,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,TA,TA,No,780,GasA,Ex,Y,SBrkr,2,1,4,1,Gd,9,Attchd,1976,Unf,2,484,TA,TA,Y,NA,NA,10,2009,WD,Normal,197500
1143,RL,77,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Gd,1466,GasA,Ex,Y,SBrkr,3,0,4,1,Gd,11,BuiltIn,2006,RFn,3,1052,TA,TA,Y,NA,NA,4,2007,New,Partial,424870
1144,RL,NA,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,TA,TA,CBlock,TA,TA,No,1006,GasA,TA,Y,SBrkr,1,0,3,1,TA,5,NA,NA,NA,0,0,NA,NA,Y,NA,NA,7,2008,WD,Normal,80000
1145,RL,60,12180,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,TA,Fa,BrkTil,Gd,TA,No,672,Grav,Fa,N,FuseA,1,0,2,1,Fa,5,Detchd,1941,Unf,1,280,TA,TA,Y,MnPrv,NA,7,2010,WD,Normal,80000
1146,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,No,1042,GasA,Ex,Y,SBrkr,1,0,3,1,TA,8,Detchd,1928,Unf,1,225,TA,TA,Y,NA,NA,8,2006,WD,Family,149000
1147,RL,NA,11200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,Gd,TA,CBlock,Gd,TA,No,1298,GasA,TA,Y,SBrkr,2,0,3,1,Gd,5,Attchd,1985,Unf,2,403,TA,TA,Y,NA,NA,5,2006,WD,Normal,180000
1148,RL,75,12000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,704,GasA,Ex,Y,SBrkr,1,1,3,1,Fa,7,Attchd,1941,Unf,1,234,TA,TA,Y,NA,NA,7,2009,WD,Normal,174500
1149,RM,NA,5700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,No,572,GasA,TA,Y,SBrkr,1,0,2,1,TA,5,Detchd,1982,Unf,1,288,TA,TA,Y,NA,NA,8,2008,WD,Normal,116900
1150,RM,50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,TA,Gd,PConc,TA,TA,No,650,GasA,Ex,Y,SBrkr,1,0,3,1,TA,7,Detchd,1930,Unf,2,324,TA,TA,Y,NA,NA,7,2009,WD,Normal,143000
1151,RL,57,8280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,932,GasA,Ex,Y,FuseA,1,0,2,1,Gd,4,Attchd,1950,Unf,1,306,TA,TA,Y,GdPrv,NA,11,2007,WD,Normal,124000
1152,RL,134,17755,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1959,1959,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,No,1466,GasA,TA,Y,SBrkr,1,1,3,1,Fa,6,Attchd,1959,Fin,2,528,TA,TA,Y,NA,NA,11,2006,WD,Normal,149900
1153,RL,90,14115,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,1956,2004,Gable,CompShg,Stone,Stone,TA,TA,PConc,TA,TA,No,1073,GasA,Ex,Y,SBrkr,1,0,2,1,Ex,6,Attchd,1956,Fin,2,470,TA,TA,Y,NA,NA,7,2006,WD,Abnorml,230000
1154,RM,NA,5890,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,BrkTil,TA,TA,Av,816,GasA,Ex,Y,SBrkr,1,0,2,1,TA,5,Detchd,2002,Unf,1,432,TA,TA,Y,NA,NA,6,2008,WD,Normal,120500
1155,RL,NA,13700,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,Gd,864,GasA,TA,Y,SBrkr,1,2,4,1,Gd,8,Attchd,1965,Unf,2,492,TA,TA,Y,GdPrv,NA,5,2008,WD,Normal,201800
1156,RL,90,10768,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,1976,2004,Gable,CompShg,Plywood,Plywood,Gd,Gd,CBlock,Gd,TA,Gd,1437,GasA,TA,Y,SBrkr,2,0,3,1,Gd,6,Attchd,1976,RFn,2,528,TA,TA,Y,NA,NA,7,2007,WD,Normal,218000
1157,RL,85,9350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,TA,Gd,PConc,TA,TA,Gd,1219,GasA,Gd,Y,SBrkr,2,0,3,1,Gd,6,Attchd,1965,RFn,2,502,TA,TA,Y,MnPrv,NA,10,2008,WD,Normal,179900
1158,RL,34,5001,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1314,GasA,Ex,Y,SBrkr,2,0,2,1,Gd,6,Attchd,2008,RFn,2,626,TA,TA,Y,NA,NA,7,2009,WD,Normal,230000
1159,RL,92,11932,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1580,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,7,Attchd,2008,RFn,3,830,TA,TA,Y,NA,NA,6,2008,ConLD,Partial,235128
1160,RL,76,9120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,TA,TA,No,901,GasA,TA,Y,SBrkr,2,1,4,1,Gd,8,Attchd,1974,RFn,2,540,Gd,TA,Y,NA,NA,7,2008,WD,Normal,185000
1161,RL,24,2280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,Gd,TA,No,855,GasA,Fa,Y,SBrkr,2,1,3,1,TA,7,Attchd,1978,Unf,2,440,TA,TA,Y,NA,NA,7,2010,WD,Normal,146000
